0	2
1	0
2	1
3	2
4	2
5	0
6	1
7	0
8	0
9	1
10	0
11	2
12	2
13	0
14	1
15	0
16	0
17	1
18	1
19	1
20	1
21	0
22	1
23	1
24	0
25	1
26	1
27	1
28	2
29	0
30	1
31	1
32	2
33	0
34	1
35	2
36	2
37	0
38	1
39	1
40	0
41	0
42	1
43	1
44	0
45	1
46	2
47	1
48	1
49	1
50	0
51	2
52	2
53	2
54	2
55	0
56	1
57	0
58	2
59	2
60	0
61	1
62	1
63	1
64	0
65	2
66	1
67	2
68	1
69	0
70	1
71	1
72	1
73	2
74	0
75	1
76	1
77	0
78	1
79	0
80	1
81	1
82	1
83	0
84	0
85	2
86	1
87	1
88	2
89	0
90	2
91	2
92	1
93	0
94	1
95	1
96	2
97	2
98	1
99	2
100	1
101	2
102	1
103	2
104	1
105	1
106	2
107	0
108	1
109	0
110	0
111	1
112	1
113	0
114	1
115	1
116	1
117	2
118	2
119	1
120	2
121	2
122	1
123	0
124	0
125	2
126	2
127	1
128	1
129	1
130	1
131	2
132	1
133	0
134	2
135	0
136	2
137	0
138	1
139	2
140	1
141	2
142	0
143	0
144	1
145	1
146	1
147	1
148	1
149	1
150	1
151	1
152	1
153	1
154	2
155	1
156	2
157	2
158	1
159	1
160	2
161	1
162	1
163	1
164	1
165	2
166	2
167	2
168	2
169	1
170	1
171	1
172	1
173	1
174	1
175	2
176	0
177	1
178	1
179	1
180	1
181	1
182	1
183	1
184	1
185	1
186	1
187	1
188	1
189	1
190	2
191	2
192	2
193	2
194	2
195	2
196	2
197	2
198	0
199	2
200	2
201	0
202	1
203	1
204	0
205	0
206	2
207	2
208	2
209	0
210	2
211	0
212	0
213	1
214	0
215	0
216	1
217	1
218	1
219	1
220	1
221	1
222	1
223	2
224	2
225	0
226	2
227	1
228	1
229	2
230	1
231	0
232	2
233	1
234	1
235	1
236	1
237	1
238	1
239	0
240	1
241	0
242	0
243	1
244	2
245	1
246	0
247	1
248	1
249	2
250	1
251	1
252	1
253	1
254	1
255	1
256	1
257	1
258	0
259	2
260	2
261	1
262	1
263	2
264	1
265	0
266	1
267	2
268	0
269	1
270	1
271	1
272	1
273	1
274	2
275	1
276	0
277	2
278	2
279	1
280	2
281	1
282	0
283	0
284	1
285	2
286	1
287	1
288	0
289	1
290	1
291	1
292	1
293	1
294	1
295	1
296	1
297	0
298	1
299	1
300	1
301	1
302	0
303	1
304	0
305	0
306	1
307	2
308	2
309	2
310	1
311	1
312	2
313	1
314	2
315	1
316	1
317	1
318	1
319	2
320	1
321	2
322	0
323	2
324	1
325	2
326	1
327	1
328	1
329	0
330	1
331	1
332	2
333	1
334	1
335	1
336	1
337	1
338	0
339	1
340	0
341	2
342	1
343	1
344	1
345	1
346	2
347	0
348	1
349	1
350	1
351	1
352	1
353	1
354	1
355	2
356	2
357	1
358	1
359	2
360	2
361	2
362	2
363	0
364	1
365	1
366	0
367	0
368	1
369	1
370	0
371	1
372	2
373	0
374	0
375	0
376	1
377	2
378	2
379	1
380	2
381	1
382	0
383	1
384	1
385	1
386	1
387	2
388	0
389	2
390	0
391	1
392	2
393	1
394	1
395	1
396	1
397	1
398	1
399	2
400	1
401	1
402	1
403	1
404	0
405	1
406	1
407	0
408	0
409	1
410	1
411	1
412	2
413	2
414	2
415	1
416	2
417	2
418	1
419	1
420	1
421	1
422	2
423	0
424	0
425	2
426	2
427	2
428	1
429	2
430	2
431	2
432	1
433	2
434	2
435	1
436	2
437	2
438	2
439	2
440	0
441	2
442	1
443	0
444	2
445	1
446	1
447	0
448	1
449	0
450	1
451	2
452	1
453	0
454	2
455	2
456	1
457	0
458	2
459	1
460	1
461	1
462	1
463	0
464	0
465	1
466	1
467	1
468	1
469	0
470	1
471	1
472	2
473	1
474	0
475	1
476	1
477	1
478	1
479	1
480	1
481	1
482	2
483	2
484	1
485	0
486	1
487	2
488	1
489	1
490	1
491	1
492	1
493	1
494	1
495	2
496	1
497	1
498	2
499	1
500	0
501	0
502	1
503	1
504	0
505	2
506	2
507	1
508	1
509	1
510	1
511	0
512	2
513	1
514	2
515	1
516	0
517	0
518	1
519	1
520	2
521	1
522	1
523	0
524	2
525	1
526	2
527	1
528	1
529	1
530	0
531	1
532	1
533	0
534	2
535	2
536	0
537	2
538	2
539	1
540	2
541	0
542	1
543	1
544	2
545	1
546	1
547	1
548	2
549	2
550	1
551	2
552	0
553	2
554	0
555	2
556	0
557	1
558	1
559	0
560	1
561	2
562	1
563	1
564	0
565	1
566	0
567	1
568	1
569	1
570	2
571	2
572	2
573	1
574	0
575	1
576	1
577	1
578	1
579	2
580	2
581	0
582	2
583	1
584	0
585	0
586	2
587	1
588	2
589	1
590	1
591	0
592	0
593	1
594	2
595	1
596	0
597	1
598	1
599	1
600	0
601	1
602	0
603	1
604	0
605	0
606	0
607	1
608	1
609	1
610	1
611	0
612	2
613	1
614	1
615	1
616	0
617	0
618	2
619	2
620	2
621	2
622	2
623	1
624	2
625	1
626	2
627	1
628	1
629	2
630	2
631	1
632	1
633	1
634	1
635	1
636	0
637	2
638	1
639	0
640	2
641	2
642	2
643	1
644	1
645	1
646	1
647	0
648	1
649	1
650	2
651	1
652	2
653	1
654	0
655	1
656	1
657	1
658	1
659	2
660	0
661	1
662	0
663	2
664	1
665	1
666	2
667	1
668	1
669	1
670	2
671	1
672	0
673	1
674	1
675	1
676	1
677	2
678	0
679	2
680	1
681	1
682	2
683	2
684	1
685	1
686	1
687	0
688	2
689	1
690	1
691	1
692	0
693	1
694	1
695	2
696	1
697	1
698	1
699	2
700	1
701	2
702	2
703	1
704	0
705	1
706	1
707	1
708	0
709	2
710	0
711	0
712	2
713	2
714	2
715	2
716	0
717	0
718	1
719	1
720	2
721	1
722	1
723	0
724	1
725	1
726	2
727	2
728	0
729	1
730	1
731	0
732	0
733	1
734	1
735	2
736	1
737	1
738	2
739	1
740	2
741	2
742	1
743	0
744	1
745	1
746	2
747	1
748	0
749	1
750	1
751	1
752	2
753	2
754	1
755	1
756	1
757	2
758	2
759	2
760	0
761	2
762	2
763	1
764	2
765	2
766	0
767	2
768	1
769	2
770	1
771	2
772	2
773	2
774	1
775	1
776	0
777	2
778	2
779	1
780	1
781	0
782	0
783	2
784	0
785	0
786	2
787	0
788	2
789	2
790	0
791	1
792	1
793	1
794	1
795	0
796	1
797	0
798	1
799	2
800	2
801	2
802	1
803	2
804	1
805	2
806	1
807	2
808	0
809	1
810	2
811	2
812	2
813	2
814	2
815	2
816	1
817	1
818	1
819	1
820	2
821	2
822	1
823	1
824	2
825	2
826	0
827	0
828	1
829	2
830	2
831	0
832	1
833	0
834	2
835	2
836	1
837	2
838	0
839	0
840	2
841	2
842	1
843	2
844	2
845	2
846	0
847	0
848	2
849	1
850	2
851	2
852	2
853	0
854	0
855	0
856	2
857	2
858	2
859	2
860	2
861	1
862	0
863	2
864	0
865	1
866	0
867	0
868	2
869	0
870	1
871	0
872	1
873	0
874	2
875	2
876	0
877	2
878	1
879	0
880	0
881	2
882	0
883	1
884	1
885	1
886	2
887	1
888	0
889	2
890	0
891	1
892	1
893	0
894	0
895	2
896	1
897	1
898	2
899	0
900	2
901	1
902	1
903	0
904	1
905	0
906	1
907	0
908	2
909	1
910	1
911	2
912	1
913	2
914	1
915	0
916	0
917	1
918	2
919	1
920	0
921	2
922	2
923	2
924	1
925	0
926	2
927	0
928	1
929	0
930	0
931	1
932	1
933	2
934	0
935	1
936	2
937	2
938	0
939	0
940	0
941	1
942	1
943	2
944	2
945	1
946	1
947	1
948	0
949	0
950	2
951	0
952	0
953	1
954	1
955	1
956	0
957	0
958	0
959	2
960	2
961	1
962	1
963	0
964	0
965	1
966	2
967	1
968	0
969	0
970	0
971	0
972	0
973	0
974	2
975	0
976	0
977	0
978	0
979	1
980	1
981	1
982	1
983	2
984	2
985	0
986	0
987	1
988	0
989	0
990	1
991	2
992	0
993	0
994	0
995	0
996	2
997	0
998	1
999	2
1000	2
1001	1
1002	1
1003	1
1004	1
1005	0
1006	0
1007	2
1008	2
1009	2
1010	2
1011	2
1012	2
1013	1
1014	1
1015	2
1016	1
1017	0
1018	0
1019	2
