0	1
1	0
2	0
3	0
4	1
5	0
6	0
7	1
8	3
9	1
10	1
11	1
12	1
13	1
14	0
15	1
16	1
17	0
18	1
19	0
20	2
21	2
22	1
23	2
24	0
25	0
26	3
27	0
28	1
29	1
30	2
31	1
32	3
33	1
34	1
35	1
36	2
37	3
38	3
39	0
40	0
41	1
42	0
43	0
44	3
45	1
46	1
47	0
48	0
49	2
50	1
51	1
52	2
53	3
54	3
55	3
56	1
57	0
58	0
59	0
60	0
61	0
62	1
63	1
64	1
65	3
66	1
67	1
68	0
69	3
70	1
71	2
72	1
73	1
74	0
75	1
76	1
77	0
78	1
79	1
80	0
81	0
82	1
83	1
84	1
85	1
86	1
87	2
88	1
89	1
90	1
91	3
92	1
93	3
94	1
95	0
96	1
97	1
98	0
99	1
100	0
101	1
102	1
103	3
104	0
105	1
106	1
107	1
108	1
109	1
110	1
111	0
112	0
113	3
114	0
115	1
116	0
117	3
118	1
119	1
120	3
121	1
122	0
123	1
124	3
125	3
126	1
127	2
128	0
129	0
130	1
131	3
132	1
133	1
134	1
135	3
136	1
137	1
138	2
139	2
140	1
141	1
142	1
143	0
144	1
145	0
146	0
147	0
148	1
149	0
150	0
151	0
152	1
153	0
154	1
155	0
156	0
157	1
158	1
159	3
160	1
161	3
162	3
163	1
164	3
165	1
166	2
167	1
168	0
169	1
170	1
171	1
172	1
173	0
174	1
175	1
176	1
177	2
178	0
179	1
180	1
181	0
182	3
183	0
184	2
185	1
186	0
187	0
188	0
189	1
190	1
191	1
192	1
193	3
194	3
195	3
196	1
197	1
198	1
199	0
200	1
201	1
202	0
203	1
204	2
205	0
206	3
207	3
208	2
209	1
210	3
211	1
212	2
213	1
214	1
215	1
216	0
217	1
218	1
219	0
220	2
221	0
222	0
223	3
224	3
225	3
226	1
227	0
228	0
229	0
230	3
231	1
232	3
233	1
234	1
235	0
236	0
237	0
238	1
239	1
240	1
241	1
242	1
243	1
244	1
245	2
246	1
247	0
248	1
249	3
250	1
251	0
252	0
253	1
254	2
255	0
256	0
257	1
258	1
259	3
260	2
261	1
262	2
263	3
264	0
265	1
266	0
267	0
268	0
269	0
270	0
271	0
272	1
273	1
274	3
275	1
276	1
277	1
278	1
279	0
280	1
281	1
282	1
283	1
284	1
285	0
286	0
287	0
288	1
289	2
290	2
291	0
292	1
293	1
294	1
295	1
296	1
297	1
298	0
299	0
300	1
301	0
302	0
303	0
304	1
305	1
306	0
307	3
308	1
309	1
310	2
311	0
312	0
313	2
314	0
315	2
316	3
317	3
318	1
319	1
320	0
321	0
322	1
323	2
324	1
325	1
326	0
327	1
328	1
329	2
330	0
331	0
332	2
333	1
334	2
335	0
336	0
337	0
338	1
339	1
340	1
341	3
342	0
343	1
344	0
345	3
346	1
347	2
348	1
349	2
350	2
351	0
352	0
353	0
354	0
355	2
356	2
357	2
358	0
359	1
360	1
361	3
362	1
363	1
364	2
365	1
366	1
367	1
368	0
369	1
370	1
371	1
372	3
373	1
374	3
375	1
376	1
377	0
378	1
379	0
380	1
381	0
382	0
383	0
384	0
385	1
386	0
387	3
388	1
389	2
390	1
391	1
392	1
393	0
394	1
395	1
396	1
397	0
398	1
399	1
400	1
401	0
402	0
403	1
404	1
405	1
406	0
407	1
408	0
409	0
410	0
411	1
412	3
413	1
414	0
415	1
416	3
417	1
418	2
419	0
420	0
421	1
422	1
423	3
424	3
425	1
426	1
427	1
428	0
429	3
430	1
431	0
432	0
433	0
434	0
435	0
436	1
437	3
438	3
439	1
440	2
441	1
442	2
443	1
444	3
445	2
446	1
447	1
448	0
449	1
450	1
451	1
452	1
453	1
454	1
455	3
456	0
457	1
458	1
459	0
460	1
461	0
462	0
463	0
464	1
465	0
466	0
467	0
468	0
469	0
470	0
471	1
472	2
473	0
474	1
475	0
476	0
477	0
478	0
479	0
480	1
481	1
482	1
483	3
484	0
485	2
486	2
487	3
488	2
489	0
490	0
491	0
492	1
493	0
494	0
495	2
496	1
497	1
498	2
499	1
500	3
501	0
502	1
503	2
504	0
505	1
506	3
507	2
508	1
509	0
510	0
511	1
512	3
513	1
514	1
515	1
516	2
517	1
518	0
519	1
520	3
521	0
522	1
523	2
524	1
525	1
526	1
527	1
528	2
529	0
530	1
531	0
532	1
533	3
534	1
535	1
536	1
537	3
538	1
539	3
540	1
541	1
542	1
543	1
544	2
545	1
546	3
547	0
548	2
549	3
550	1
551	3
552	3
553	3
554	2
555	1
556	1
557	0
558	0
559	1
560	1
561	3
562	0
563	1
564	1
565	1
566	1
567	1
568	1
569	0
570	1
571	1
572	2
573	3
574	0
575	1
576	0
577	0
578	1
579	3
580	3
581	1
582	3
583	0
584	1
585	1
586	2
587	0
588	1
589	1
590	1
591	1
592	0
593	1
594	1
595	1
596	1
597	0
598	1
599	1
600	1
601	1
602	0
603	1
604	1
605	1
606	1
607	1
608	1
609	3
610	3
611	3
612	1
613	1
614	0
615	2
616	1
617	1
618	1
619	3
620	3
621	1
622	2
623	1
624	1
625	0
626	0
627	0
628	0
629	2
630	1
631	2
632	0
633	3
634	1
635	1
636	3
637	2
638	1
639	1
640	3
641	1
642	3
643	1
644	1
645	1
646	1
647	1
648	1
649	1
650	3
651	0
652	3
653	1
654	1
655	3
656	0
657	0
658	2
659	1
660	1
661	0
662	1
663	1
664	3
665	1
666	3
667	1
668	1
669	0
670	1
671	2
672	1
673	0
674	1
675	0
676	1
677	1
678	3
679	1
680	3
681	2
682	1
683	1
684	1
685	0
686	0
687	3
688	1
689	1
690	1
691	1
692	1
693	1
694	1
695	1
696	2
697	3
698	0
699	1
700	1
701	1
702	3
703	0
704	1
705	3
706	3
707	0
708	0
709	1
710	1
711	3
712	3
713	2
714	3
715	1
716	1
717	1
718	0
719	0
720	3
721	2
722	1
723	1
724	2
725	1
726	3
727	3
728	1
729	0
730	1
731	1
732	0
733	1
734	1
735	1
736	1
737	1
738	1
739	0
740	3
741	1
742	1
743	1
744	1
745	3
746	3
747	0
748	3
749	3
750	1
751	3
752	3
753	3
754	2
755	1
756	1
757	3
758	3
759	0
760	1
761	3
762	3
763	2
764	3
765	1
766	1
767	3
768	0
769	3
770	3
771	1
772	3
773	1
774	3
775	1
776	3
777	1
778	3
779	3
780	3
781	1
782	1
783	3
784	1
785	1
786	3
787	2
788	1
789	3
790	1
791	0
792	0
793	2
794	3
795	1
796	3
797	1
798	1
799	3
800	2
801	2
802	3
803	3
804	0
805	1
806	2
807	0
808	1
809	1
810	1
811	2
812	1
813	3
814	2
815	2
816	3
817	1
818	1
819	1
820	1
821	2
822	1
823	2
824	2
825	1
826	0
827	3
828	3
829	2
830	3
831	0
832	3
833	2
834	3
835	0
836	3
837	1
838	0
839	3
840	3
841	3
842	1
843	2
844	1
845	1
846	3
847	3
848	3
849	3
850	3
851	3
852	3
853	1
854	3
855	3
856	3
857	3
858	3
859	3
860	3
861	3
862	1
863	0
864	1
865	2
866	0
867	1
868	1
869	3
870	3
871	1
872	3
873	1
874	3
875	3
876	3
877	3
878	3
879	3
880	1
881	1
882	3
883	3
884	0
885	3
886	2
887	3
888	1
889	2
890	1
891	3
892	3
893	1
894	0
895	2
896	3
897	3
898	1
899	3
900	2
901	3
902	3
903	3
904	3
905	3
906	3
907	1
908	1
909	3
910	2
911	2
912	0
913	0
914	3
915	2
916	3
917	0
918	3
919	2
920	3
921	3
922	1
923	0
924	3
925	3
926	3
927	3
928	3
929	3
930	3
931	3
932	2
933	1
934	3
935	3
936	3
937	1
938	3
939	3
940	3
941	3
942	0
943	3
944	0
945	3
946	0
947	3
948	3
949	3
950	0
951	1
952	1
953	3
954	3
955	0
956	3
957	3
958	3
959	3
960	3
961	3
962	3
963	1
964	3
965	0
966	2
967	3
968	3
969	3
970	1
971	1
972	3
973	1
974	3
975	1
976	3
977	2
978	1
979	2
980	3
981	3
982	3
983	2
984	1
985	3
986	3
987	3
988	3
989	3
990	2
991	2
992	3
993	2
994	1
995	3
996	2
997	3
998	3
999	3
1000	3
1001	3
1002	3
1003	3
1004	1
1005	1
1006	3
1007	2
1008	1
1009	3
1010	1
1011	3
1012	1
1013	3
1014	3
1015	3
1016	0
1017	1
1018	3
1019	3
